starttime	seconds	ctime	dtime	ttime	wait
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	0	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	0	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	0
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	1	1
Tue Oct 15 23:55:57 2024	1729050957	0	2	2	1
Tue Oct 15 23:55:57 2024	1729050957	0	2	2	1
Tue Oct 15 23:55:57 2024	1729050957	0	2	2	1
Tue Oct 15 23:55:57 2024	1729050957	0	1	2	1
Tue Oct 15 23:55:57 2024	1729050957	0	2	2	0
Tue Oct 15 23:55:57 2024	1729050957	0	2	2	2
Tue Oct 15 23:55:57 2024	1729050957	0	2	2	1
Tue Oct 15 23:55:57 2024	1729050957	0	2	2	2
Tue Oct 15 23:55:57 2024	1729050957	0	2	2	2
Tue Oct 15 23:55:57 2024	1729050957	0	2	2	2
Tue Oct 15 23:55:57 2024	1729050957	0	2	2	1
Tue Oct 15 23:55:57 2024	1729050957	0	2	2	2
Tue Oct 15 23:55:57 2024	1729050957	0	2	2	2
Tue Oct 15 23:55:57 2024	1729050957	0	2	2	2
Tue Oct 15 23:55:57 2024	1729050957	0	2	2	2
Tue Oct 15 23:55:57 2024	1729050957	0	2	2	2
Tue Oct 15 23:55:57 2024	1729050957	0	12	12	11
